Cod_Centro,Cod_Titulacion,Titulacion,Año,Tasa_Rendimiento,Todo_aprobado_Rendimiento,Matriculados_Rendimiento,Tasa_Abandono,Alumnos_Abandonan,Matriculados_Abandono
1,M068,Máster Universitario en Economía y Desarrollo,2023_2024,0.5542372881355933,981,1770,0.3684210526315789,7,19
16,M070,M.U. en En.del Español como L. Extranjera y de Otras L. Modernas,2017_2018,0.9346374045801527,1959,2096,0.1891891891891892,7,37
16,M070,M.U. en En.del Español como L. Extranjera y de Otras L. Modernas,2018_2019,0.9021335807050093,1945,2156,0,0,32
16,M070,M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.,2019_2020,0.8857142857142857,2046,2310,0.05555555555555555,2,36
16,M070,M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.,2020_2021,0.8554852320675106,1622,1896,0.027777777777777776,1,36
16,M070,M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.,2021_2022,0.8643790849673203,1587,1836,0.03333333333333333,1,30
16,M070,M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.,2022_2023,0.8520361990950226,1883,2210,0.13333333333333333,4,30
16,M070,M.U.en Enseñanza del Español como Lengua Extranjera y Otras Leng.Mod.,2023_2024,0.8497256226255804,2013,2369,0.029411764705882353,1,34
2,M071,M.U. en Escritura Creativa (R.D.1393/07),2017_2018,0.7934322033898306,1498,1888,0.2413793103448276,7,29
2,M071,M.U. en Escritura Creativa (R.D.1393/07),2018_2019,0.7391540130151844,1363,1844,0.04,1,25
2,M071,M.U. en Escritura Creativa,2019_2020,0.8186813186813187,1490,1820,0.24,6,25
2,M071,M.U. en Escritura Creativa,2020_2021,0.7929515418502202,1440,1816,0.10714285714285714,3,28
2,M071,M.U. en Escritura Creativa,2021_2022,0.7449628844114529,1405,1886,0.038461538461538464,1,26
2,M071,Máster Universitario en Escritura Creativa,2022_2023,0.7644869750132908,1438,1881,0.07407407407407407,2,27
2,M071,Máster Universitario en Escritura Creativa,2023_2024,0.7139096094778412,1627,2279,0.037037037037037035,1,27
22,M075,M.U. en Estudios Avanzados en Química (R.D.1393/07),2017_2018,0.9691119691119691,1004,1036,0,0,16
22,M075,M.U. en Estudios Avanzados en Química (R.D.1393/07),2018_2019,0.9102564102564102,1136,1248,0,0,17
22,M075,M.U. en Estudios Avanzados en Química,2019_2020,0.9296187683284457,1268,1364,0.047619047619047616,1,21
22,M075,M.U. en Estudios Avanzados en Química,2020_2021,0.8664495114006515,1064,1228,0,0,22
22,M075,M.U. en Estudios Avanzados en Química,2021_2022,0.8718535469107551,1524,1748,0.05263157894736842,1,19
22,M075,Máster Universitario en Estudios Avanzados en Química,2022_2023,0.8837837837837837,1308,1480,0.06666666666666667,2,30
22,M075,Máster Universitario en Estudios Avanzados en Química,2023_2024,0.8027777777777778,1156,1440,0.045454545454545456,1,22
16,M076,M.U. en Estudios Hispánicos Superiores (R.D.1393/07),2017_2018,1.2015503875968991,1240,1032,0.058823529411764705,2,34
16,M076,M.U. en Estudios Hispánicos Superiores (R.D.1393/07),2018_2019,1.065326633165829,1272,1194,0.08571428571428572,3,35
16,M076,M.U. en Estudios Hispánicos Superiores,2019_2020,0.8117469879518072,1078,1328,0.1111111111111111,3,27
16,M076,M.U. en Estudios Hispánicos Superiores,2020_2021,0.6096153846153847,634,1040,0.05263157894736842,2,38
16,M076,M.U. en Estudios Hispánicos Superiores,2021_2022,0.8436944937833037,950,1126,0.2413793103448276,7,29
16,M076,Máster Universitario en Estudios Hispánicos Superiores,2022_2023,0.6724137931034483,858,1276,0.15,3,20
16,M076,Máster Universitario en Estudios Hispánicos Superiores,2023_2024,0.7433962264150943,788,1060,0.42857142857142855,9,21
6,M082,M.U. en Física Nuclear (Máster Interuniversitario) (R.D.1393/07),2017_2018,0.58,348,600,0.125,2,16
6,M082,M.U. en Física Nuclear (Máster Interuniversitario) (R.D.1393/07),2018_2019,0.7988165680473372,810,1014,0,0,9
6,M082,M.U. en Física Nuclear,2019_2020,0.655367231638418,696,1062,0,0,16
6,M082,M.U. en Física Nuclear,2020_2021,0.6744186046511628,696,1032,0,0,17
6,M082,M.U. en Física Nuclear,2021_2022,0.803921568627451,738,918,0.26666666666666666,4,15
6,M082,"Máster Universitario en Física Nuclear por la UAM,UCM,UB,UGR,USAL y la US",2022_2023,0.6965174129353234,840,1206,0.14285714285714285,2,14
6,M082,"Máster Universitario en Física Nuclear por la UAM,UCM,UB,UGR,USAL y la US",2023_2024,0.7285067873303167,966,1326,0.05555555555555555,1,18
1,M085,M.U. en Gestión Estratégica y Negocios Internacionales,2017_2018,0.8040646169880146,1543,1919,0.07142857142857142,2,28
1,M085,M.U. en Gestión Estratégica y Negocios Internacionales,2018_2019,0.791958041958042,1359,1716,0.10714285714285714,3,28
1,M085,M.U. en Gestión Estratégica y Negocios Internacionales,2019_2020,0.777073732718894,1349,1736,0.12,3,25
1,M085,M.U. en Gestión Estratégica y Negocios Internacionales,2020_2021,0.755741127348643,1448,1916,0.07407407407407407,2,27
1,M085,M.U. en Gestión Estratégica y Negocios Internacionales,2021_2022,0.6848546659867415,1343,1961,0.1724137931034483,5,29
1,M085,Máster Universitario en Gestión Estratégica y Negocios Internacionales,2022_2023,0.7604625550660793,1381,1816,0.14814814814814814,4,27
1,M085,Máster Universitario en Gestión Estratégica y Negocios Internacionales,2023_2024,0.7425796006475985,1376,1853,0.15384615384615385,4,26
98,M086,M.U. en Gestión Integral de la Edificación (R.D.1393/07),2017_2018,0.8362282878411911,674,806,0.07142857142857142,1,14
98,M086,M.U. en Gestión Integral de la Edificación (R.D.1393/07),2018_2019,0.7915224913494809,915,1156,0.07142857142857142,1,14
98,M086,M.U. en Gestión Integral de la Edificación,2019_2020,0.7903536977491962,1229,1555,0.05263157894736842,1,19
98,M086,M.U. en Gestión Integral de la Edificación,2020_2021,0.7425742574257426,675,909,0.043478260869565216,1,23
98,M086,M.U. en Gestión Integral de la Edificación,2021_2022,0.8930817610062893,1136,1272,0.15384615384615385,2,13
98,M086,Máster Universitario en Gestión Integral de la Edificación,2022_2023,0.7854588796185935,659,839,0.16666666666666666,3,18
98,M086,Máster Universitario en Gestión Integral de la Edificación,2023_2024,0.683494044242768,1205,1763,0.15384615384615385,2,13
3,M095,"M.U. en Lógica, Computación e Inteligencia Artificial",2017_2018,0.5818181818181818,960,1650,0.17857142857142858,5,28
3,M095,"M.U. en Lógica, Computación e Inteligencia Artificial",2018_2019,0.6346749226006192,1230,1938,0.32,8,25
3,M095,"M.U. en Lógica, Computación e Inteligencia Artificial",2019_2020,0.6868421052631579,1566,2280,0.13793103448275862,4,29
3,M095,"M.U. en Lógica, Computación e Inteligencia Artificial",2020_2021,0.5739644970414202,1164,2028,0.03225806451612903,1,31
3,M095,"M.U. en Lógica, Computación e Inteligencia Artificial",2021_2022,0.6465753424657534,1416,2190,0.23076923076923078,6,26
3,M095,"Máster Universitario en Lógica, Computación e Inteligencia Artificial",2022_2023,0.7008547008547008,1476,2106,0.17857142857142858,5,28
3,M095,"Máster Universitario en Lógica, Computación e Inteligencia Artificial",2023_2024,0.768595041322314,1674,2178,0.07142857142857142,2,28
6,M099,M.U. en Microelectrónica: Dño. y Apps.de Sistemas M./Nano.,2017_2018,0.36917562724014336,618,1674,0.2777777777777778,5,18
6,M099,M.U. en Microelectrónica: Dño. y Apps.de Sistemas M./Nano.,2018_2019,0.42857142857142855,756,1764,0.48,12,25
6,M099,M.U. en Microelectrónica: Diseño y Aplicaciones de Sistemas,2019_2020,0.5124555160142349,864,1686,0.34615384615384615,9,26
6,M099,M.U. en Microelectrónica: Diseño y Aplicaciones de Sistemas,2020_2021,0.471875,906,1920,0.24,6,25
6,M099,M.U. en Microelectrónica: Diseño y Aplicaciones de Sistemas,2021_2022,0.5909090909090909,1014,1716,0.37037037037037035,10,27
6,M099,Máster Unv. en Microelectrónica: Diseño y Aplicaciones de Sistemas,2022_2023,0.5532646048109966,966,1746,0.37037037037037035,10,27
6,M099,Máster Unv. en Microelectrónica: Diseño y Aplicaciones de Sistemas,2023_2024,0.6012658227848101,1140,1896,0.3448275862068966,10,29
11,M100,M.U. en Nuevas Tendencias Asistenciales en Ciencias de la Salud,2017_2018,0.8039878337276107,2379,2959,0.09803921568627451,5,51
11,M100,M.U. en Nuevas Tendencias Asistenciales en Ciencias de la Salud,2018_2019,0.7485486211901307,2063,2756,0.06976744186046512,3,43
11,M100,M.U. en Nuevas Tendencias Asistenciales en CC. de la Salud,2019_2020,0.8366187771466755,2504,2993,0.05128205128205128,2,39
11,M100,M.U. en Nuevas Tendencias Asistenciales en CC. de la Salud,2020_2021,0.8075020610057708,1959,2426,0.023255813953488372,1,43
11,M100,M.U. en Nuevas Tendencias Asistenciales en CC. de la Salud,2021_2022,0.7163874131589701,1753,2447,0.08333333333333333,3,36
11,M100,Máster Univ.en Nuevas Tendencias Asistenciales en CC. de la Salud,2022_2023,0.7730036481556546,1907,2467,0.12121212121212122,4,33
11,M100,Máster Univ.en Nuevas Tendencias Asistenciales en CC. de la Salud,2023_2024,0.4226190476190476,213,504,0.030303030303030304,1,33
4,M103,M.U. en Patrimonio Artístico Andaluz y su Proy. Iberoamericana,2017_2018,0.8286180631120783,1523,1838,0,0,14
4,M103,M.U. en Patrimonio Artístico Andaluz y su Proy. Iberoamericana,2018_2019,0.8344425956738769,2006,2404,0.13333333333333333,4,30
4,M103,M.U. en Patrimonio Artístico Andaluz y su Proyección Iberoameric.,2019_2020,0.7969924812030075,1908,2394,0.1388888888888889,5,36
4,M103,M.U. en Patrimonio Artístico Andaluz y su Proyección Iberoameric.,2020_2021,0.7727678571428571,1731,2240,0.05263157894736842,2,38
4,M103,M.U. en Patrimonio Artístico Andaluz y su Proyección Iberoameric.,2021_2022,0.828853046594982,1850,2232,0.13333333333333333,4,30
4,M103,Máster Unv.en Patrimonio Artístico Andaluz y su Proyección Iberoameric.,2022_2023,0.844170834936514,2194,2599,0.0967741935483871,3,31
4,M103,Máster Unv.en Patrimonio Artístico Andaluz y su Proyección Iberoamericana,2023_2024,0.7752620545073375,1849,2385,0.05128205128205128,2,39
13,M105,M.U. en Psicología de la Intervención Social y Comunitaria,2017_2018,0.8513853904282116,2028,2382,0.05714285714285714,2,35
13,M105,M.U. en Psicología de la Intervención Social y Comunitaria,2018_2019,0.8823529411764706,2010,2278,0,0,35
13,M105,M.U. en Psicología de la Intervención Social y Comunitaria,2019_2020,0.8676470588235294,2124,2448,0,0,35
13,M105,M.U. en Psicología de la Intervención Social y Comunitaria,2020_2021,0.818260120585702,1900,2322,0,0,38
13,M105,M.U. en Psicología de la Intervención Social y Comunitaria,2021_2022,0.8839200761179828,1858,2102,0.11428571428571428,4,35
13,M105,Máster Univ. en Psicología de la Intervención Social y Comunitaria,2022_2023,0.9047169811320754,1918,2120,0.06060606060606061,2,33
13,M105,Máster Univ. en Psicología de la Intervención Social y Comunitaria,2023_2024,0.8940397350993378,1890,2114,0.030303030303030304,1,33
20,M106,M.U. en Relaciones Jurídico-Privadas (R.D.1393/07),2017_2018,0.8776595744680851,330,376,0,0,10
20,M106,M.U. en Relaciones Jurídico-Privadas (R.D.1393/07),2018_2019,0.7768924302788844,390,502,0.07142857142857142,1,14
20,M106,M.U. en Relaciones Jurídicas-Privadas,2019_2020,0.6187683284457478,422,682,0.25,3,12
20,M106,M.U. en Relaciones Jurídicas-Privadas,2020_2021,0.7419354838709677,506,682,0.11764705882352941,2,17
20,M106,M.U. en Relaciones Jurídicas-Privadas,2021_2022,0.7348066298342542,532,724,0.17647058823529413,3,17
20,M106,Máster Universitario en Relaciones Jurídico-Privadas,2022_2023,0.8137931034482758,472,580,0.36363636363636365,4,11
20,M106,Máster Universitario en Relaciones Jurídico-Privadas,2023_2024,0.7436708860759493,470,632,0.1111111111111111,1,9
98,M107,M.U. en Seguridad Integral en Edificación (R.D.1393/07),2017_2018,0.8844415752098128,685,774,0,0,22
98,M107,M.U. en Seguridad Integral en Edificación (R.D.1393/07),2018_2019,0.8792517006802721,1551,1764,0,0,9
98,M107,M.U. en Seguridad Integral en Edificación,2019_2020,0.9076005961251863,1522,1677,0.2727272727272727,6,22
98,M107,M.U. en Seguridad Integral en Edificación,2020_2021,0.8934499775684164,1991,2229,0,0,21
98,M107,M.U. en Seguridad Integral en Edificación,2021_2022,0.8411647915287889,1271,1511,0.10714285714285714,3,28
98,M107,Máster Universitario en Seguridad Integral en Edificación,2022_2023,0.7969041900186816,1493,1873,0.375,6,16
98,M107,Máster Universitario en Seguridad Integral en Edificación,2023_2024,0.7158379980243661,1087,1518,0.13043478260869565,3,23
23,M108,M.U. en Seguridad Integral en la Industria y Prev. RR.LL.,2017_2018,0.7877225866916588,2521,3201,0.058823529411764705,2,34
23,M108,M.U. en Seguridad Integral en la Industria y Prev. RR.LL.,2018_2019,0.8321179711554043,2567,3085,0.09090909090909091,3,33
23,M108,M.U.en Seguridad Integral en la Industria y Prevención Riesgos Laborales,2019_2020,0.8718670796958603,3096,3551,0.02631578947368421,1,38
23,M108,M.U.en Seguridad Integral en la Industria y Prevención Riesgos Laborales,2020_2021,0.873823576327963,2739,3134,0.05263157894736842,2,38
23,M108,M.U.en Seguridad Integral en la Industria y Prevención Riesgos Laborales,2021_2022,0.86002886002886,2980,3465,0.08333333333333333,3,36
23,M108,M.U.en Seguridad Integral en la Industria y Prevención Riesgos Laborales,2022_2023,0.8205980066445183,2964,3612,0.18421052631578946,7,38
23,M108,M.U.en Seguridad Integral en la Industria y Prevención Riesgos Laborales,2023_2024,0.7985871271585557,2543,3185,0.1111111111111111,4,36
2,M114,M.U. en Comunicación Institucional y Política (R.D.1393/2007),2017_2018,0.8011204481792717,1716,2142,0.06060606060606061,2,33
2,M114,M.U. en Comunicación Institucional y Política (R.D.1393/2007),2018_2019,0.7744855967078189,1882,2430,0.058823529411764705,2,34
2,M114,M.U. en Comunicación Institucional y Política,2019_2020,0.8603491271820449,2070,2406,0.10526315789473684,4,38
2,M114,M.U. en Comunicación Institucional y Política,2020_2021,0.8659966499162479,2068,2388,0.13157894736842105,5,38
2,M114,M.U. en Comunicación Institucional y Política,2021_2022,0.8001816530426885,1762,2202,0.1,4,40
2,M114,Máster Universitario en Comunicación Institucional y Política,2022_2023,0.6672428694900605,1544,2314,0.05714285714285714,2,35
2,M114,Máster Universitario en Comunicación Institucional y Política,2023_2024,0.23529411764705882,48,204,0.23529411764705882,8,34
12,M115,M.U. en Filosofía y Cultura Moderna (R.D.1393/2007),2017_2018,0.9817518248175182,807,822,0.12,3,25
12,M115,M.U. en Filosofía y Cultura Moderna (R.D.1393/2007),2018_2019,1.0969529085872576,1188,1083,0.08695652173913043,2,23
12,M115,M.U. en Filosofía y Cultura Moderna,2019_2020,0.7387096774193549,687,930,0.11764705882352941,4,34
12,M115,M.U. en Filosofía y Cultura Moderna,2020_2021,0.672544080604534,801,1191,0.11764705882352941,4,34
12,M115,M.U. en Filosofía y Cultura Moderna,2021_2022,0.7164948453608248,417,582,0.0967741935483871,3,31
12,M115,Máster Universitario en Filosofía y Cultura Moderna,2022_2023,0.8700564971751412,924,1062,0.125,1,8
12,M115,Máster Universitario en Filosofía y Cultura Moderna,2023_2024,0.8098360655737705,741,915,0.07142857142857142,1,14
4,M117,"M.U. en Antropología: Gestión de la Diver. Cul., el Patr. y el Des.",2017_2018,0.7230769230769231,1175,1625,0.09090909090909091,2,22
4,M117,"M.U. en Antropología: Gestión de la Diver. Cul., el Patr. y el Des.",2018_2019,0.744466800804829,1850,2485,0.2608695652173913,6,23
4,M117,"M.U. en Antropología: Gestión de la Diversidad Cultural, el Pat.y el Des.",2019_2020,0.648068669527897,1510,2330,0.08333333333333333,3,36
4,M117,"M.U. en Antropología: Gestión de la Diversidad Cultural, el Pat.y el Des.",2020_2021,0.6361256544502618,1215,1910,0.25806451612903225,8,31
4,M117,"M.U. en Antropología: Gestión de la Diversidad Cultural, el Pat.y el Des.",2021_2022,0.7409420289855072,2045,2760,0.16666666666666666,4,24
4,M117,"M.U. en Antropología: Gestión de la Diversidad Cultural, el Pat.y el Des.",2022_2023,0.5794392523364486,930,1605,0.1,4,40
4,M117,"M.U. en Antropología: Gestión de la Diversidad Cultural, el Pat.y el Des.",2023_2024,0.6934097421203438,1210,1745,0.2222222222222222,4,18
4,M121,M.U. en Estudios Americanos (R.D.1393/2007),2017_2018,0.875,1638,1872,0.06666666666666667,2,30
4,M121,M.U. en Estudios Americanos (R.D.1393/2007),2018_2019,0.8920634920634921,1686,1890,0.12903225806451613,4,31
4,M121,M.U. en Estudios Americanos,2019_2020,0.8133333333333334,1830,2250,0.06896551724137931,2,29
4,M121,M.U. en Estudios Americanos,2020_2021,0.890728476821192,1614,1812,0.030303030303030304,1,33
4,M121,M.U. en Estudios Americanos,2021_2022,0.8976897689768977,1632,1818,0.14814814814814814,4,27
4,M121,Máster Universitario en Estudios Americanos,2022_2023,0.8073654390934845,1710,2118,0.034482758620689655,1,29
4,M121,Máster Universitario en Estudios Americanos,2023_2024,0.8125,1404,1728,0.09375,3,32
20,M123,"M.U. en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2017_2018,0.9128205128205128,1068,1170,0.03571428571428571,1,28
20,M123,"M.U. en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2018_2019,0.8054054054054054,894,1110,0,0,22
20,M123,"M.U. en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2019_2020,0.7383512544802867,824,1116,0.08333333333333333,2,24
20,M123,"M.U. en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2020_2021,0.7964169381107492,978,1228,0.08,2,25
20,M123,"M.U. en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2021_2022,0.78301886792452835,664,848,0.07692307692307693,2,26
20,M123,"Máster Un. en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2022_2023,0.7926565874730022,734,926,0.3076923076923077,4,13
20,M123,"Máster Universitario en Asesoría Jurídico-Mercantil, Fiscal y Laboral",2023_2024,0.6618287373004355,684,1033,0.0625,1,16
8,M125,M.U. en Consultoría Laboral,2017_2018,0.8186813186813187,1341,1638,0.043478260869565216,1,23
8,M125,M.U. en Consultoría Laboral,2018_2019,0.8324022346368715,1043,1253,0.08,2,25
8,M125,M.U. en Consultoría Laboral,2019_2020,0.8215613382899628,1105,1345,0.05263157894736842,1,19
8,M125,M.U. en Consultoría Laboral,2020_2021,0.8340807174887892,1488,1784,0.047619047619047616,1,21
8,M125,M.U. en Consultoría Laboral,2021_2022,0.8396600566572238,1482,1765,0.038461538461538464,1,26
8,M125,Máster Universitario en Consultoría Laboral,2022_2023,0.8002092050209205,1530,1912,0.07407407407407407,2,27
8,M125,Máster Universitario en Consultoría Laboral,2023_2024,0.8096385542168675,1344,1660,0.21428571428571427,6,28
14,M127,M.U. en Investigación Médica: Clínica y Experimental,2017_2018,0.8333333333333334,1560,1872,0.11428571428571428,4,35
14,M127,M.U. en Investigación Médica: Clínica y Experimental,2018_2019,0.7791970802919708,1708,2192,0,0,29
14,M127,M.U. en Investigación Médica: Clínica y Experimental,2019_2020,0.8276643990929705,1460,1764,0.2,7,35
14,M127,M.U. en Investigación Médica: Clínica y Experimental,2020_2021,0.7006507592190889,1292,1844,0.10714285714285714,3,28
14,M127,M.U. en Investigación Médica: Clínica y Experimental,2021_2022,0.908883826879271,1596,1756,0.2857142857142857,8,28
14,M127,Máster Unv. en Investigación Médica: Clínica y Experimental,2022_2023,0.7822014051522248,1336,1708,0.038461538461538464,1,26
14,M127,Máster Unv. en Investigación Médica: Clínica y Experimental,2023_2024,0.8495145631067961,1400,1648,0.13793103448275862,4,29
13,M133,"M.U. en Migraciones Internacionales, Salud y Bienestar: Modelos y Estrategias de Intervención",2017_2018,0.8264248704663213,1276,1544,0.09523809523809523,2,21
13,M133,"M.U. en Migraciones Internacionales, Salud y Bienestar: Modelos y Estrategias de Intervención",2018_2019,0.8472222222222222,1098,1296,0.125,3,24
13,M133,"M.U.en Migraciones Internacionales, Salud y Bienestar: Mod. y Est. de Inter",2019_2020,0.8079896907216495,1254,1552,0.05,1,20
13,M133,"M.U.en Migraciones Internacionales, Salud y Bienestar: Mod. y Est. de Inter",2020_2021,0.8657289002557544,1354,1564,0,0,25
13,M133,"M.U.en Migraciones Internacionales, Salud y Bienestar: Mod. y Est. de Inter",2021_2022,0.829105473965287,1242,1498,0,0,24
13,M133,"M.U.en Migraciones Internacionales, Salud y Bienestar: Mod. y Est. de Inter",2022_2023,0.8034300791556728,1218,1516,0.043478260869565216,1,23
13,M133,"M.U.en Migraciones Internacionales, Salud y Bienestar: Mod. y Est. de Inter",2023_2024,0.8592777085927771,1380,1606,0.045454545454545456,1,22
19,M134,M.U. en Especialización Profesional en Farmacia,2017_2018,0.8355,1671,2000,0.03333333333333333,1,30
19,M134,M.U. en Especialización Profesional en Farmacia,2018_2019,0.8413669064748202,2339,2780,0.0967741935483871,3,31
19,M134,M.U. en Especialización Profesional en Farmacia,2019_2020,0.7966101694915254,2068,2596,0.12195121951219512,5,41
19,M134,M.U. en Especialización Profesional en Farmacia,2020_2021,0.823739837398374,2533,3075,0,0,40
19,M134,M.U. en Especialización Profesional en Farmacia,2021_2022,0.8425849212924607,2034,2414,0.125,6,48
19,M134,Máster Universitario en Especialización Profesional en Farmacia,2022_2023,0.7426160337552743,2112,2844,0.05714285714285714,2,35
19,M134,Máster Universitario en Especialización Profesional en Farmacia,2023_2024,0.15789473684210525,18,114,0.2826086956521739,13,46
4,M135,M. U. en Estudios Históricos Avanzados,2017_2018,0.8586387434554974,1968,2292,0.13157894736842105,5,38
4,M135,M. U. en Estudios Históricos Avanzados,2018_2019,0.8560541913632514,2022,2362,0.1111111111111111,4,36
4,M135,M.U. en Estudios Históricos Avanzados,2019_2020,0.8489451476793249,2012,2370,0.08571428571428572,3,35
4,M135,M.U. en Estudios Históricos Avanzados,2020_2021,0.8337129840546698,2196,2634,0.1282051282051282,5,39
4,M135,M.U. en Estudios Históricos Avanzados,2021_2022,0.8430744595676541,2106,2498,0.25,10,40
4,M135,Máster Universitario en Estudios Históricos Avanzados,2022_2023,0.829916476841306,2186,2634,0.15789473684210525,6,38
4,M135,Máster Universitario en Estudios Históricos Avanzados,2023_2024,0.8267066766691673,2204,2666,0.12195121951219512,5,41
5,M136,M.U. en Biología Avanzada: Investigación y Aplicación,2017_2018,0.8898550724637682,1535,1725,0.14285714285714285,4,28
5,M136,M.U. en Biología Avanzada: Investigación y Aplicación,2018_2019,0.878003696857671,2375,2705,0.038461538461538464,1,26
5,M136,M.U. en Biología Avanzada: Investigación y Aplicación,2019_2020,0.8935643564356436,1805,2020,0.06818181818181818,3,44
5,M136,M.U. en Biología Avanzada: Investigación y Aplicación,2020_2021,0.868421052631579,1485,1710,0.09375,3,32
5,M136,M.U. en Biología Avanzada: Investigación y Aplicación,2021_2022,0.9003215434083601,1400,1555,0.07692307692307693,2,26
5,M136,Máster Universitario en Biología Avanzada: Investigación y Aplicación,2022_2023,0.8283582089552238,1665,2010,0.041666666666666664,1,24
5,M136,Máster Universitario en Biología Avanzada: Investigación y Aplicación,2023_2024,0.9304174950298211,2340,2515,0.12121212121212122,4,33
16,M137,"M.U. en Estudios Lingüísticos, Literarios y Culturales por la U.S.",2017_2018,0.8769716088328076,2224,2536,0.11764705882352941,6,51
16,M137,"M.U. en Estudios Lingüísticos, Literarios y Culturales por la U.S.",2018_2019,0.8394160583941606,2300,2740,0.022222222222222223,1,45
16,M137,"M.U. en Estudios Lingüísticos, Literarios y Culturales",2019_2020,0.7653478854024557,2244,2932,0.11864406779661017,7,59
16,M137,"M.U. en Estudios Lingüísticos, Literarios y Culturales",2020_2021,0.7925373134328358,2124,2680,0.11666666666666667,7,60
16,M137,"M.U. en Estudios Lingüísticos, Literarios y Culturales",2021_2022,0.8300733496332519,2716,3272,0.01694915254237288,1,59
16,M137,"Máster Universitario en Estudios Lingüísticos, Literarios y Culturales",2022_2023,0.7508232711306256,2736,3644,0.08,4,50
16,M137,"Máster Universitario en Estudios Lingüísticos, Literarios y Culturales",2023_2024,0.7972665148063781,2800,3512,0.08620689655172414,5,58
18,M138,M.U. en Psicopedagogía,2017_2018,0.9066666666666666,3128,3450,0.05172413793103448,3,58
18,M138,M.U. en Psicopedagogía,2018_2019,0.9027552674230146,3342,3702,0.01818181818181818,1,55
18,M138,M.U. en Psicopedagogía,2019_2020,0.9559681697612732,3604,3770,0.05,3,60
18,M138,M.U. en Psicopedagogía,2020_2021,0.952755905511811,3388,3556,0,0,58
18,M138,M.U. en Psicopedagogía,2021_2022,0.9237385321100917,3222,3488,0.017241379310344827,1,58
18,M138,Máster Universitario en Psicopedagogía,2022_2023,0.9086265607264472,3202,3524,0.034482758620689655,2,58
18,M138,Máster Universitario en Psicopedagogía,2023_2024,0.8616352201257862,3288,3816,0.03508771929824561,2,57
15,M153,M.U. en Arquitectura,2017_2018,0.8047428395441947,2613,3247,0,0,37
15,M153,M.U. en Arquitectura,2018_2019,0.7389781271360218,8649,11704,0.08333333333333333,4,48
15,M153,M.U. en Arquitectura,2019_2020,0.7785631067961165,10024,12875,0.04736842105263158,9,190
15,M153,M.U. en Arquitectura,2020_2021,0.6770261543429125,8387,12388,0.017142857142857144,3,175
15,M153,M.U. en Arquitectura,2021_2022,0.6225823782234957,6953,11168,0.06172839506172839,10,162
15,M153,Máster Universitario en Arquitectura,2022_2023,0.5538391294422038,7278,13141,0.06015037593984962,8,133
15,M153,Máster Universitario en Arquitectura,2023_2024,0.47278532709586396,6367,13467,0.06748466257668712,11,163
45,M155,M.U. en Diseño Avanzado en Ingeniería Mecánica,2017_2018,0.5531702446330504,554,1001,0.16666666666666666,2,12
45,M155,M.U. en Diseño Avanzado en Ingeniería Mecánica,2018_2019,0.5687103594080338,807,1419,0.35714285714285715,5,14
45,M155,M.U. en Diseño Avanzado en Ingeniería Mecánica,2019_2020,0.5578947368421052,477,855,0.35,7,20
45,M155,M.U. en Diseño Avanzado en Ingeniería Mecánica,2020_2021,0.5662020905923345,650,1148,0.38461538461538464,5,13
45,M155,M.U. en Diseño Avanzado en Ingeniería Mecánica,2021_2022,0.5740897544453852,678,1181,0.35,7,20
45,M155,Máster Universitario en Diseño Avanzado en Ingeniería Mecánica,2022_2023,0.37167199148029817,349,939,0.2,3,15
45,M155,Máster Universitario en Diseño Avanzado en Ingeniería Mecánica,2023_2024,0.5239085239085239,504,962,0.36363636363636365,4,11
18,M156,M.U. en Formación y Orientación para el Trabajo,2017_2018,0.8433451118963486,1432,1698,0,0,24
18,M156,M.U. en Formación y Orientación para el Trabajo,2018_2019,0.8936170212765957,1596,1786,0.038461538461538464,1,26
18,M156,M.U. en Formación y Orientación para el Trabajo,2019_2020,0.9050505050505051,1792,1980,0,0,28
18,M156,M.U. en Formación y Orientación para el Trabajo,2020_2021,0.9211428571428572,1612,1750,0.03125,1,32
18,M156,M.U. en Formación y Orientación para el Trabajo,2021_2022,0.8686296715741789,1534,1766,0,0,28
18,M156,Máster Universitario en Formación y Orientación para el Trabajo,2022_2023,0.882414151925078,1696,1922,0.037037037037037035,1,27
18,M156,Máster Universitario en Formación y Orientación para el Trabajo,2023_2024,0.8632075471698113,1464,1696,0.034482758620689655,1,29
4,M158,"M. U. en Gestión del Territorio, Instrumentos y Técnicas de Intervenc.",2017_2018,0.8574040219378428,938,1094,0,0,7
4,M158,"M. U. en Gestión del Territorio, Instrumentos y Técnicas de Intervenc.",2018_2019,0.7906976744186046,1122,1419,0.1111111111111111,2,18
4,M158,M.U. en Gestión del Territorio. Instrumentos y Técnicas de Intervenc,2019_2020,0.8558352402745996,1122,1311,0.09090909090909091,2,22
